+--------------+----------------------+
|     Gene     | Number of Variations |
| NM_001376669 |          0           |
| NM_001376668 |          0           |
| NM_001376667 |          0           |
| NM_001376666 |          0           |
| NM_001376665 |          0           |
| NM_001376664 |          0           |
| NM_001376514 |          0           |
| NM_001376513 |          0           |
| NM_001376512 |          0           |
| NM_001376511 |          0           |
| NM_001376510 |          0           |
| NM_001376509 |          0           |
| NM_001376508 |          0           |
| NM_001376507 |          0           |
| NM_001376489 |          0           |
| NM_001376156 |          0           |
| NM_001376155 |          0           |
| NM_001376154 |          0           |
| NM_001376153 |          0           |
| NM_001376151 |          0           |
| NM_001376149 |          0           |
| NM_001376148 |          0           |
| NM_001376147 |          0           |
| NM_001376146 |          0           |
| NM_001376057 |          0           |
| NM_001376056 |          0           |
| NM_001376055 |          0           |
| NM_001376028 |          0           |
| NM_001376027 |          0           |
| NM_001376026 |          0           |
| NM_001376025 |          0           |
| NM_001376024 |          0           |
| NM_001376023 |          0           |
| NM_001376021 |          0           |
| NM_001376020 |          0           |
| NM_001376019 |          0           |
| NM_001376018 |          0           |
| NM_001376017 |          0           |
| NM_001376016 |          0           |
| NM_001375966 |          0           |
| NM_001375965 |          0           |
| NM_001375963 |          0           |
| NM_001375962 |          0           |
| NM_001375885 |          0           |
| NM_001375884 |          0           |
| NM_001375883 |          0           |
| NM_001375845 |          0           |
| NM_001375844 |          0           |
| NM_001375842 |          0           |
| NM_001375841 |          0           |
| NM_001375831 |          0           |
| NM_001375830 |          0           |
| NM_001375821 |          0           |
| NM_001375820 |          0           |
| NM_001375758 |          0           |
| NM_001375661 |          0           |
| NM_001375660 |          0           |
| NM_001375659 |          0           |
| NM_001375650 |          0           |
| NM_001375649 |          0           |
| NM_001375648 |          0           |
| NM_001375647 |          0           |
| NM_001375646 |          0           |
| NM_001375428 |          0           |
| NM_001374816 |          0           |
| NM_001374815 |          0           |
| NM_001374814 |          0           |
| NM_001374813 |          0           |
| NM_001374812 |          0           |
| NM_001374811 |          0           |
| NM_001374810 |          0           |
| NM_001374809 |          0           |
| NM_001374808 |          0           |
| NM_001374807 |          0           |
| NM_001374806 |          0           |
| NM_001374486 |          0           |
| NM_001374485 |          0           |
| NM_001374484 |          0           |
| NM_001374483 |          0           |
| NM_001374482 |          0           |
| NM_001374481 |          0           |
| NM_001374480 |          0           |
| NM_001374478 |          0           |
| NM_001374427 |          0           |
| NM_001374426 |          0           |
| NM_001374425 |          0           |
| NM_001372105 |          0           |
| NM_001372062 |          0           |
| NM_001372052 |          0           |
| NM_001372009 |          0           |
| NM_001371928 |          0           |
| NM_001371763 |          0           |
| NM_001371762 |          0           |
| NM_001371761 |          0           |
| NM_001371720 |          0           |
| NM_001371361 |          0           |
| NM_001371359 |          0           |
| NM_001371184 |          0           |
| NM_001370766 |          0           |
| NM_001370652 |          0           |
| NM_001370597 |          0           |
| NM_001370596 |          0           |
| NM_001370571 |          0           |
| NM_001370569 |          0           |
| NM_001370568 |          0           |
| NM_001370567 |          0           |
| NM_001370213 |          0           |
| NM_001370152 |          0           |
| NM_001370151 |          0           |
| NM_001370150 |          0           |
| NM_001370074 |          0           |
| NM_001369898 |          0           |
| NM_001369897 |          0           |
| NM_001369860 |          0           |
| NM_001369859 |          0           |
| NM_001369858 |          0           |
| NM_001369846 |          0           |
| NM_001369807 |          0           |
| NM_001369806 |          0           |
| NM_001369803 |          0           |
| NM_001369629 |          0           |
| NM_001369628 |          0           |
| NM_001369626 |          0           |
| NM_001369625 |          0           |
| NM_001369624 |          0           |
| NM_001369623 |          0           |
| NM_001369565 |          0           |
